(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(21.0,-404.0,147.0)
(21.0,-404.0,147.0)
(21.0,-404.0,147.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
(9.0,-20992.0,-7168.0)
